Task1,2024-01-01,,3
Task2,2024-01-02,Task1,5
Task3,2024-01-04,Task2,2
Task4,2024-01-07,,4
Task5,2024-01-11,Task4,7
Task6,2024-01-16,,1
Task7,2024-01-17,Task6,6
Task8,2024-01-19,Task7,3
Task9,2024-01-22,,8
Task10,2024-01-26,Task9,5
Task11,2024-01-31,,2
Task12,2024-02-01,Task11,4
Task13,2024-02-02,,3
Task14,2024-02-05,Task13,1
Task15,2024-02-07,Task14,6
Task16,2024-02-10,,7
Task17,2024-02-15,Task16,5
Task18,2024-02-20,,8
Task19,2024-02-25,Task18,2
Task20,2024-03-01,Task19,4
Task21,2024-03-02,,3
Task22,2024-03-05,Task21,1
Task23,2024-03-06,,7
Task24,2024-03-10,Task23,3
Task25,2024-03-12,,5
Task26,2024-03-15,Task25,2
Task27,2024-03-17,,4
Task28,2024-03-20,Task27,6
Task29,2024-03-25,,3
Task30,2024-03-30,Task29,1
Task31,2024-04-01,,5
Task32,2024-04-02,Task31,2
Task33,2024-04-03,,4
Task34,2024-04-04,Task33,3
Task35,2024-04-05,,7
Task36,2024-04-06,Task35,1
Task37,2024-04-07,,6
Task38,2024-04-08,Task37,5
Task39,2024-04-09,,2
Task40,2024-04-10,Task39,8
Task41,2024-04-11,,4
Task42,2024-04-12,Task41,3
Task43,2024-04-13,,1
Task44,2024-04-14,Task43,7
Task45,2024-04-15,,5
Task46,2024-04-16,Task45,2
Task47,2024-04-17,,3
Task48,2024-04-18,Task47,4
Task49,2024-04-19,,8
Task50,2024-04-20,Task49,2
Task51,2024-04-21,,6
Task52,2024-04-22,Task51,1
Task53,2024-04-23,,3
Task54,2024-04-24,Task53,5
Task55,2024-04-25,,2
Task56,2024-04-26,Task55,7
Task57,2024-04-27,,4
Task58,2024-04-28,Task57,1
Task59,2024-04-29,,6
Task60,2024-04-30,Task59,3
Task61,2024-05-01,,5
Task62,2024-05-02,Task61,8
Task63,2024-05-03,,2
Task64,2024-05-04,Task63,4
Task65,2024-05-05,,3
Task66,2024-05-06,Task65,7
Task67,2024-05-07,,1
Task68,2024-05-08,Task67,5
Task69,2024-05-09,,2
Task70,2024-05-10,Task69,6
Task71,2024-05-11,,4
Task72,2024-05-12,Task71,3
Task73,2024-05-13,,8
Task74,2024-05-14,Task73,1
Task75,2024-05-15,,5
Task76,2024-05-16,Task75,2
Task77,2024-05-17,,4
Task78,2024-05-18,Task77,7
Task79,2024-05-19,,3
Task80,2024-05-20,Task79,1
Task81,2024-05-21,,5
Task82,2024-05-22,Task81,8
Task83,2024-05-23,,4
Task84,2024-05-24,Task83,2
